cc_num,first,last,trans_num,trans_date,trans_time,unix_time,category,amt,merchant,merch_lat,merch_long,is_fraud
4277097855272071797,Jessica,Hernandez,eef689a8-f296-4b56-9425-ee7395359d35,2024-03-02,04:53:57,1709384037,misc_pos,641.05,"Williams, Smith and Schwartz",-73.521134,71.257914,1
3531924974816541,Margaret,Hernandez,6dd87fb6-4e0b-4112-9536-ff518c9f83d6,2024-04-24,10:11:38,1713978698,misc_pos,84.8,"Marshall, Cohen and Ward",35.249380,137.363071,1
5595363209117045,Stephen,Oliver,4b808e40-938e-4ea7-8dd6-e26f92aea802,2024-03-02,14:47:48,1709419668,groceries,572.53,"Burton, Hayes and Sanchez",-36.9306805,-121.474947,0
3511597588092982,Matthew,French,8d175b8f-c8ac-45e3-9bc8-99e0b4929078,2024-04-26,08:46:07,1714146367,food,470.74,"Hancock, Ryan and Cooper",35.8557555,33.702849,0
3557042555641870,Amy,Dean,fc422d43-5691-4f6b-b2c5-a969bfc24b73,2024-04-02,10:42:28,1712079748,health,753.95,Medina Inc,-40.308876,64.025337,1
2246662568369216,Kristen,Hahn,3bbbf5e9-a1e9-49b9-aefe-14873af1c33e,2024-03-02,11:53:43,1709409223,misc_pos,910.24,"Shaw, Cook and Mitchell",50.7352865,1.266031,0
3531924974816541,Margaret,Hernandez,35165888-5f52-4c16-b247-733f2ddcfabf,2024-02-02,01:22:32,1706865752,clothing,110.33,"Sanchez, Zuniga and French",-40.665508,112.525957,0
4624954486132940818,Tiffany,Garcia,31a8bfa2-e0a0-44ec-b497-dc45647f58e5,2024-02-15,02:44:27,1707993867,health,582.48,Daniels LLC,-70.798431,120.053197,0
3542586071116013,Cynthia,Villarreal,25757b3b-4d67-4a49-a481-8e47f78bb10b,2024-03-11,13:57:25,1710190645,groceries,463.57,Nelson-Foley,-0.501401,165.980168,1
4097453063150,Samuel,Spencer,1c422203-142a-4a6d-91cf-db5f6e36bed7,2024-03-08,05:18:52,1709903932,entertainment,821.75,Mosley Ltd,28.108598,-24.096357,0
3529004870847009,Nathaniel,Harris,7f44e956-ef0b-4ea5-aaa1-c349c5a72100,2024-03-21,16:51:09,1711065069,gas_transport,806.54,Hernandez LLC,30.5212305,-59.114352,1
4673290354661,Gary,Smith,9fd5d436-4d23-44ee-8806-2c98cf662287,2024-02-07,14:43:43,1707345823,gas_transport,453.1,"Jennings, Hall and Richards",33.560263,39.951248,1
213151619297306,Shirley,Jordan,86a62efc-20c8-4b57-9534-398ffd065942,2024-03-31,22:04:07,1711947847,health,711.76,Davis Group,23.9704695,-75.705100,0
30382665720658,Steven,Meza,0fdd8906-ccd6-4415-8030-e3d667a00701,2024-05-13,11:25:41,1715624741,entertainment,739.19,Smith Ltd,-37.7137175,77.329320,0
3544411918060654,Frank,Nelson,862fb457-d8d0-4187-b9fd-ab46b2498657,2024-03-01,01:57:06,1709287026,clothing,847.95,White-Kaufman,-88.081120,71.899684,1
3564536239073476,Kathryn,Mullins,a2466c97-7b26-4a37-a28b-090ecfd39ea7,2024-05-17,09:24:05,1715963045,entertainment,778.32,Hunter and Sons,21.469716,-56.158586,0
3557042555641870,Amy,Dean,fb3cbda8-eb26-41d9-b506-112a75251517,2024-03-01,15:00:28,1709334028,health,724.49,Murphy Ltd,-3.543839,173.343252,0
3564536239073476,Kathryn,Mullins,0cff4066-6c4e-4fd3-bd2f-5a34e57780f4,2024-01-29,13:54:05,1706565245,food,639.84,Petersen-Ortiz,79.336543,149.108256,1
4744602087289,Jessica,Harvey,1815d224-6d8e-40c2-9eba-30ebce659b3f,2024-02-12,11:25:18,1707765918,misc_pos,510.82,Woods-Huffman,14.6894965,-178.145296,1
4422704794652577,Catherine,Smith,79f32340-03d1-4be4-bf47-ed28d4f44ee5,2024-03-12,17:16:11,1710288971,misc_pos,312.16,"Thompson, Wilson and Brown",27.1649115,-37.016914,1
4472125057012292,Corey,Perez,1155325c-6773-4e61-912d-efddcb1b4fb5,2024-04-30,22:19:18,1714540758,gas_transport,179.04,Mcconnell-Matthews,50.675578,58.353018,1
6575796221891414,Elaine,Saunders,cdaf3458-8c03-48eb-ae15-bb51face0e41,2024-02-23,11:50:11,1708717811,groceries,59.17,"Boyer, Butler and Sellers",-46.355874,-8.612384,1
3542586071116013,Cynthia,Villarreal,e392f53c-c916-4139-ad32-39568f0a2bcc,2024-02-06,13:06:39,1707253599,groceries,515.08,"Clark, Smith and Carlson",21.1933235,-123.088160,0
3559786421136501,Heather,Johnson,4f5057bb-872d-445a-a7e4-763c36369603,2024-01-17,11:47:17,1705520837,food,819.19,"Anderson, Griffin and Hernandez",4.087644,91.957861,0
371980303831386,Connie,Johnson,0fa159da-4d0e-4d42-96d6-b4ae1952628c,2024-01-10,07:21:53,1704900113,misc_pos,737.33,"Reynolds, Nguyen and Harris",-11.1774005,-14.021643,1
180004824159978,Jennifer,Blevins,362b69a8-70f7-4652-b219-12b0d850ea32,2024-01-07,08:49:26,1704646166,misc_pos,122.34,Bell Ltd,-53.580626,-127.046670,0
346912934761213,Ricardo,Obrien,932cb111-b780-4891-8638-34e66bcbfa33,2024-03-25,05:15:42,1711368942,food,123.61,"Collier, Graham and Heath",55.262731,79.128004,0
344428765983521,Debra,Foley,bfc8e919-0507-4ea0-9b8a-8f0f44cd6928,2024-03-20,21:13:36,1710994416,food,375.62,Zamora Ltd,86.107271,119.094463,0
2250033363128285,Eugene,Proctor,97814cd4-6a77-478c-95a7-045cd87d9d83,2024-03-09,20:57:26,1710046646,groceries,865.51,Walker-Johnson,-71.1237425,-86.960764,1
180019120840162,Ryan,Munoz,067cfadb-ac38-46dd-b899-53ed5ba6071f,2024-03-21,15:11:12,1711059072,food,519.26,Davis-Jones,-4.345564,-37.470488,1
213151619297306,Shirley,Jordan,9631ec82-9d89-4218-b761-69c6bec5eb96,2024-04-07,03:03:46,1712484226,misc_pos,715.15,Coleman Inc,76.4148875,-29.987077,0
4768977802057614436,Gabrielle,Howard,da4413bc-d268-4b64-98d1-58f70808555c,2024-01-27,20:16:31,1706415391,food,418.37,"Frank, Mendoza and Carr",12.897260,101.887175,1
4744602087289,Jessica,Harvey,1d25b455-69d6-4a2a-b06f-c6b2c2389dbb,2024-03-10,14:33:48,1710106428,entertainment,872.28,"Davila, Gomez and Ewing",64.707568,33.232690,1
180004837692494,John,Boyd,404fda34-3eb1-4e3b-925c-bcc673d5ede8,2024-04-09,08:46:44,1712677604,misc_pos,90.82,"Avery, Brooks and Turner",-84.827337,-110.473886,0
346912934761213,Ricardo,Obrien,a65e66a3-a560-48a7-ab39-3f6c13a172c8,2024-03-19,10:43:38,1710870218,clothing,208.82,"Powers, Hess and Green",68.2301045,-72.141743,0
3564536239073476,Kathryn,Mullins,9341b449-19b4-4267-85f1-1fba4d90f462,2024-03-15,03:37:09,1710499029,food,650.13,Moody-Harvey,-46.5482885,-138.782114,0
2490999422426128,Tyler,Gutierrez,de9eab13-e48c-453d-82d6-87e2b27f0360,2024-03-31,09:19:07,1711901947,health,201.57,Harris-Hall,30.3695785,178.004554,0
3584224084353196,Annette,Smith,c1d01c82-b7ec-4fcb-90f4-db251e68b29f,2024-02-04,00:29:51,1707035391,gas_transport,476.21,"Williams, Fernandez and Woods",0.464097,-30.440055,0
3561395530259570,Rachael,Silva,44e860e2-8107-4a45-b387-5db94eddacff,2024-05-18,09:59:28,1716051568,health,884.6,"Cook, Johnson and Hernandez",3.975492,37.427804,1
2250033363128285,Eugene,Proctor,c3ae8e40-84fd-4b24-a435-8a1da0e041b6,2024-02-24,11:59:22,1708804762,health,906.76,King-Gutierrez,-47.423144,65.316557,0
5395979269628621,Tammy,Blackwell,7078a250-1b93-4ba0-9942-1b3f6d751fc9,2024-03-13,10:01:46,1710349306,misc_pos,277.42,"Watkins, Stevenson and Cooper",29.997981,-101.576697,1
342755925537611,Brian,Bryant,8336c6a4-622e-485e-b51e-0279af92cbb1,2024-05-15,06:48:02,1715780882,clothing,831.58,"Wright, Gardner and Harper",-63.9049395,152.764506,0
36387333798329,Shannon,Chavez,4336cb24-6d97-4724-9739-acb0723bb91c,2024-04-27,01:50:20,1714207820,entertainment,905.71,Wright-Butler,-4.8594015,-94.268189,1
3537438181804855,Heather,Clark,37ebce09-8e8b-4668-ae46-052606dd953b,2024-04-27,01:25:47,1714206347,clothing,552.38,Wilkerson-Gonzalez,56.901805,-178.143473,0
180008581964504,Laura,Lopez,2026f901-d9dd-4df8-9b2a-8b1bb0eecccc,2024-05-10,07:50:20,1715352620,clothing,255.89,Frank-Webb,62.640920,166.727351,0
4251322344669,Jacqueline,White,ff0cf92b-bab5-4e03-aa4b-3a47b82c2b51,2024-05-12,12:01:09,1715540469,gas_transport,857.23,Liu Ltd,79.538783,-177.124768,1
2720964270869334,Cory,Pruitt,9d80b29b-dcf2-4a6a-b4a5-ddb70f401ef9,2024-01-04,07:34:21,1704382461,misc_pos,803.02,Mahoney Ltd,-78.6870385,136.055868,1
3529417183520750,Shannon,Mcdonald,3c2ebcde-4eff-4a2b-9f55-a51ee012d5ba,2024-03-14,10:46:28,1710438388,health,670.28,"Walker, Garcia and Sims",21.382105,98.318826,1
3529417183520750,Shannon,Mcdonald,9298d50e-418f-40cd-a9f8-bef2c14c5fa2,2024-05-07,03:29:24,1715077764,misc_net,65.64,Burns-Smith,-7.5753775,2.804930,0
341426584257278,Thomas,Hamilton,5e1059b6-be4a-479a-8e90-7ccfb0ad69b3,2024-01-06,02:36:03,1704537363,entertainment,950.92,"Schneider, Bauer and Morgan",84.1382195,161.996712,1
4277097855272071797,Jessica,Hernandez,e39b6a85-88f1-46f5-a37f-0a1f7afb42b6,2024-04-02,22:12:34,1712121154,health,607.86,"Salinas, Jenkins and Powell",-81.672091,86.742580,1
4629239867139478371,Isaiah,Jacobson,23565e4c-9748-42c7-b7ac-83202f253419,2024-01-06,17:25:58,1704590758,food,837.3,Cunningham-Cruz,-40.963019,-141.926028,0
36387333798329,Shannon,Chavez,d4201a0d-a16c-4963-ac0a-3568e883247e,2024-04-23,19:52:03,1713927123,food,278.65,"Young, Bell and Hammond",65.2462505,81.966941,1
5595363209117045,Stephen,Oliver,6e709e04-b5ee-40c0-80df-73a5d93c811f,2024-02-14,00:11:44,1707898304,groceries,371.69,Moore and Sons,6.0861805,-153.688932,1
4673290354661,Gary,Smith,e63080c8-8967-40f6-892b-1295d8a79851,2024-02-17,19:22:20,1708226540,food,455.93,Nelson Group,10.9516545,102.286537,0
6011468490518555,Matthew,Williams,0fcd2f70-b14c-4984-95ec-5508d0ad606b,2024-02-06,05:17:37,1707225457,food,71.76,"Ramirez, Jackson and Wheeler",-10.3849485,141.905132,0
4403512955491567,James,Oneal,75fbd730-bfc5-40fc-9e17-c7e9fdedb711,2024-01-02,01:59:16,1704189556,food,815.0,"Patton, Payne and Cunningham",76.404573,86.650318,1
180004824159978,Jennifer,Blevins,37ef47d7-8f6d-4a28-92c3-2ae708472428,2024-02-01,23:08:04,1706857684,food,259.23,"Lee, Blackburn and White",69.681529,74.681852,1
180019120840162,Ryan,Munoz,7c38adbf-c364-4cee-8ec2-63ae6b27f230,2024-02-04,07:24:41,1707060281,entertainment,433.7,Ochoa Group,-75.858078,128.450691,0
346912934761213,Ricardo,Obrien,c09f99b3-d8e2-4419-b587-e145d753c23a,2024-02-22,19:20:35,1708658435,misc_net,606.53,"Nolan, Benitez and Shannon",-36.534782,-170.047872,0
30528481728867,David,Williams,c56860a3-af9d-4cd4-ab9c-00e20a0c8b77,2024-02-15,14:29:17,1708036157,misc_net,653.67,"Wells, Pierce and Rocha",-48.149310,-105.163418,1
4286398460569,Chris,Allen,fa4e57db-3b5a-45ff-988e-5dff4e407582,2024-05-12,00:30:55,1715499055,entertainment,112.43,Farrell-Oconnor,73.648010,82.358182,1
4288577600081029883,Marissa,Carter,c5f9f94d-015c-4d68-bc52-acbdd87fdfa8,2024-04-02,09:52:10,1712076730,gas_transport,778.84,Wilson Ltd,66.8394475,-176.016517,0
5395979269628621,Tammy,Blackwell,e7dea9c5-7411-4778-9944-33b3b408212e,2024-02-11,08:18:47,1707668327,clothing,179.15,"King, Berry and Santiago",0.6292305,135.679986,0
342755925537611,Brian,Bryant,b2f17979-86f0-473c-af59-2a1f58657fc6,2024-02-18,02:10:17,1708251017,misc_net,917.96,Baker-Shaw,87.6964095,86.699635,1
4277097855272071797,Jessica,Hernandez,b36ee45f-7872-4ab0-a3e7-37e9eed139d2,2024-01-01,20:46:59,1704170819,gas_transport,310.17,Taylor-Miller,-68.4592895,43.681457,1
3518147799990831,Elizabeth,Murray,9f9c4f20-9aff-4fe7-9178-575eb3c03258,2024-02-22,13:26:21,1708637181,gas_transport,744.9,"Barnett, Knight and Ramirez",44.5878085,-160.996464,1
6011524805373209,Erica,Jackson,680f308a-6e16-4f5b-b169-276d81552b7c,2024-01-07,20:57:00,1704689820,clothing,166.36,Ford LLC,70.8714835,53.474601,0
6011411436098845,Laurie,Reynolds,e69115e8-34e5-4b9c-a349-021d03a038a2,2024-04-08,09:16:17,1712592977,food,659.5,"Torres, Brown and Webster",65.256651,169.810228,1
3563707466687483,Abigail,Soto,ef3b0fc9-84c3-4220-9923-5d1d5ad34b04,2024-04-02,03:10:06,1712052606,food,288.49,Martinez LLC,54.5898035,-78.530348,1
180004837692494,John,Boyd,6b0aebbf-ea7d-46e1-a6b1-0c6897570d5f,2024-03-13,01:20:53,1710318053,health,360.86,Williams-Miller,55.8319955,44.783240,0
4823597139531224,Cheryl,Johnson,77747697-5475-4336-9c7e-03467d2d8a88,2024-05-10,20:30:39,1715398239,food,195.12,"Taylor, Martinez and Kelly",-61.011681,-109.867460,1
3553417331475807,Tina,Harmon,5f74e5b5-b5d1-4c47-a601-7566e1c83401,2024-03-28,02:33:18,1711618398,groceries,869.49,Jensen-Payne,-21.1129025,-128.804867,1
5395979269628621,Tammy,Blackwell,efbe3343-3075-46d1-afb9-3b903b136c46,2024-02-20,16:54:49,1708476889,misc_net,293.18,Lozano-Boyd,-0.4931365,137.060133,1
4303742023702,Gregg,Coleman,63318a4e-a475-4461-b1ab-ec1d5dbe02f4,2024-01-07,12:18:06,1704658686,food,627.7,Green Group,-20.814280,24.691782,1
6575796221891414,Elaine,Saunders,a3fb3229-ac76-4be6-bb59-ef5a2373d1b6,2024-05-11,23:29:55,1715495395,food,489.56,Rhodes-Meza,52.9396515,-47.223693,0
213177875597188,William,Davis,ba428351-6ebd-4936-8cda-4fa1c33aa02d,2024-04-15,02:38:24,1713173904,misc_pos,932.03,Robertson-Johnson,31.723671,-73.311659,1
4345923927086,Mark,Stewart,98d26dcd-06cc-4471-a2a7-0b21b2b12065,2024-03-01,05:05:15,1709298315,gas_transport,537.17,Flores PLC,12.7613265,55.859905,0
4345923927086,Mark,Stewart,7cde71b7-1844-4c3c-9e08-31ec4305272f,2024-01-07,22:11:05,1704694265,entertainment,477.73,Levine LLC,-20.261434,25.262893,0
4345923927086,Mark,Stewart,d0b48d09-1be6-4a0c-943a-d51dbb1770f3,2024-03-17,02:04:23,1710666263,clothing,883.1,"Morris, Foster and Morton",3.9502325,-145.504095,0
4972957300287130,Emily,Medina,ffd26aac-7488-4594-bf20-8fdbb6b0dd07,2024-03-13,08:46:40,1710344800,misc_net,533.5,"Smith, Castillo and Carter",-19.0530455,-57.215891,0
4744602087289,Jessica,Harvey,9eb5dadf-455f-4c31-8a40-5cbe42138f24,2024-03-13,10:31:40,1710351100,health,453.29,Meza PLC,15.5806905,169.898675,1
4277097855272071797,Jessica,Hernandez,f279f9c4-9161-4f80-8d5d-dca6c26138b5,2024-05-15,02:59:05,1715767145,groceries,89.88,"Hernandez, Choi and Coleman",-49.118956,99.635892,0
4369465551909742,Shane,Lee,31b84a5c-a54f-4f53-8b9f-5458be791c88,2024-02-18,22:24:31,1708323871,gas_transport,708.92,Smith-Franklin,-35.269156,149.866000,0
4562784455033473,Robert,Johnson,8d1635c4-bb49-4e34-9a6a-e992fe39986e,2024-05-15,17:56:11,1715820971,entertainment,802.4,Donovan-Macias,-9.556560,-42.906005,0
36387333798329,Shannon,Chavez,1c5cc8a1-fc8b-4af4-9a0a-214c21ad0b74,2024-04-19,08:34:41,1713540881,gas_transport,559.37,"Parker, Gray and Smith",86.3426635,-114.113230,0
342755925537611,Brian,Bryant,9fd746b5-ef0b-4e00-b38b-58c7cb0e5674,2024-03-11,23:02:13,1710223333,entertainment,373.1,Thompson-Fernandez,-28.6087275,-139.731615,1
5595363209117045,Stephen,Oliver,1e6ce5aa-2df8-43f1-8c4b-76f3138d5e38,2024-02-28,04:52:07,1709124727,misc_net,793.1,Brooks Ltd,68.9901565,12.255410,1
3511597588092982,Matthew,French,a24d4327-da64-4602-8223-2c5c527c229e,2024-04-18,10:27:14,1713461234,gas_transport,85.17,"Baldwin, Diaz and Walker",-78.5226885,-22.501039,1
4562784455033473,Robert,Johnson,adc83516-35a7-404d-909d-fb05a2461985,2024-01-11,19:40:49,1705030849,gas_transport,670.2,Williams PLC,-28.224023,-166.073504,0
4277097855272071797,Jessica,Hernandez,b1259249-13a9-4a3d-8f83-0004d0f4e856,2024-03-11,11:00:03,1710180003,entertainment,783.9,Patterson and Sons,11.687794,166.990239,0
4972957300287130,Emily,Medina,b0d8d573-47ad-422e-b672-5511cb7d0c04,2024-05-20,05:08:27,1716206907,groceries,37.45,Miller-Reynolds,-2.7098105,104.004889,0
3549151345970746,Gerald,Dominguez,dd8577e0-8281-42c1-a802-5d7cc627a935,2024-03-31,03:38:55,1711881535,gas_transport,639.02,"Santos, Hawkins and Kennedy",-46.8874245,63.785070,0
344428765983521,Debra,Foley,df220162-d9a3-4e0c-bffa-ab87ed6a2f2a,2024-01-31,20:02:38,1706760158,health,530.43,Edwards LLC,13.4085505,-95.766446,0
30312013959187,Lori,Riley,ce6c44b1-1001-4012-b631-9fb2f6e7d586,2024-01-23,16:57:14,1706057834,misc_net,447.58,Garcia-Rosales,-62.2224285,27.268041,0
4288577600081029883,Marissa,Carter,a5d248cd-4779-4d86-a463-b2e76ba48c00,2024-01-08,14:17:03,1704752223,misc_net,636.15,"Baker, Eaton and Norris",25.188614,56.554122,1
6575796221891414,Elaine,Saunders,e51296fb-45a7-46ea-aa94-ed6cca6e7520,2024-03-17,11:12:46,1710699166,gas_transport,15.4,Rodriguez-Smith,-17.7806115,29.007478,0
3511597588092982,Matthew,French,e9492f81-0833-4d56-9b00-9c8642ad2812,2024-04-18,15:53:04,1713480784,misc_net,477.59,Juarez-Church,25.169959,62.914072,0
180008581964504,Laura,Lopez,5fff4987-5a24-4fae-ad1d-7b760e9cb0f0,2024-05-08,08:04:21,1715180661,clothing,231.03,Anderson Group,64.6962235,117.690100,0
4823597139531224,Cheryl,Johnson,44a62959-3359-4181-a907-f32fff58a39f,2024-04-09,05:49:10,1712666950,misc_pos,744.15,"Mitchell, Black and Davis",-43.9960805,-10.188344,0
4403512955491567,James,Oneal,799b2f99-d4fe-4723-bc75-ecb2a7608570,2024-04-06,15:43:16,1712443396,health,743.1,Ochoa Ltd,51.6496035,-122.834702,0
4303742023702,Gregg,Coleman,8584a0b5-3cca-45ef-af56-bd5ef0fd716f,2024-03-05,08:54:58,1709657698,health,7.97,Larson PLC,-38.873921,30.730709,0
576618394422,Eric,Andrews,c7adf4ad-197f-450e-bdeb-9f0b2a19cfc4,2024-05-17,05:54:27,1715950467,groceries,3.88,"Morris, Buchanan and Hammond",32.0817785,-24.910880,0
180004837692494,John,Boyd,33dbad22-8c24-4c93-9b15-3aeae7aa4cb6,2024-03-06,17:39:35,1709775575,food,988.13,Mayer PLC,-2.0479105,-36.176185,0
180004837692494,John,Boyd,330b3225-6e32-438e-8de9-a4783d487976,2024-01-26,22:40:10,1706337610,misc_pos,843.05,Wagner LLC,-52.9382425,111.667152,0
30512655916110,Kevin,Rivera,8077f291-ad3b-47ba-8415-835021944300,2024-03-23,13:07:19,1711224439,groceries,189.41,Perez-Cobb,-36.040934,-51.250566,0
4613958709162218,James,Petty,ff763e1a-2a60-45b7-95e6-34ded6a3d9ce,2024-01-29,06:15:49,1706537749,clothing,639.51,Gibson-Brown,4.451443,76.514924,1
4097453063150,Samuel,Spencer,4f58c1c5-80d0-4079-a1cc-3d04b91d3ee5,2024-03-16,07:16:25,1710598585,health,970.01,Bryant and Sons,11.8293515,26.955092,0
341426584257278,Thomas,Hamilton,a1ec503b-61b6-4c25-a1c4-480d75611d83,2024-03-31,19:09:12,1711937352,health,565.75,Watson PLC,-37.7079035,25.604817,0
213148717764773,Oscar,Powell,12050ab6-ac2b-472d-b350-b546a23dcf5e,2024-05-13,02:59:43,1715594383,food,550.26,Greene and Sons,-59.841148,-148.885888,0
30528481728867,David,Williams,f3a3d765-6904-47bf-96dc-fb0efd2c9a68,2024-03-02,12:53:11,1709412791,clothing,924.06,Mclaughlin-Thomas,18.1147595,-12.390522,0
4251322344669,Jacqueline,White,dfcce8e0-0e6c-4ea0-918b-2828f7cf4265,2024-05-15,19:19:28,1715825968,misc_pos,245.9,"Daniels, Spence and Simmons",-54.2503285,148.763529,0
36387333798329,Shannon,Chavez,7a25a82d-8ab9-4a4b-a08f-aac0d3a05ca1,2024-02-18,19:21:13,1708312873,entertainment,948.03,Moon PLC,50.5819285,118.817160,1
373647983248383,Lori,Blair,5cce0c21-5fd8-4655-bea6-e44b3ad707ee,2024-01-11,10:20:15,1704997215,misc_net,510.01,"Obrien, Baker and Carter",-88.1461845,148.758067,0
6011979721135415,Johnny,Mckinney,3ede87d6-5097-49b8-938d-74c0f10ced68,2024-01-09,14:54:58,1704840898,misc_net,427.84,"Johnson, Maldonado and Wilson",60.452830,3.482934,1
3561395530259570,Rachael,Silva,ac4b22a9-42cc-4051-926f-980498bb064e,2024-01-11,15:24:26,1705015466,entertainment,651.37,Burns LLC,-76.197485,136.552117,1
2246662568369216,Kristen,Hahn,e5c6ce2d-1447-45f7-97ea-27d80691fc89,2024-04-29,11:43:20,1714416200,food,924.94,White Inc,-73.180178,120.957970,0
4369465551909742,Shane,Lee,aec9dae2-08f2-4a04-af77-a16589f5d6f3,2024-04-09,08:54:55,1712678095,gas_transport,235.33,Fletcher-Brown,17.0489615,-68.584010,0
630486189750,Eugene,Smith,b0843e22-36d8-408a-aaac-8749ce883167,2024-05-20,18:54:49,1716256489,entertainment,676.6,"Bryan, Richards and Strickland",38.1330355,101.637708,0
2234987804155135,Jeremy,Turner,429360dc-0b6e-4ebb-a063-5b99888d8bad,2024-01-01,00:06:30,1704096390,misc_pos,268.94,"Weeks, Johnson and May",-60.547288,-143.514972,1
6011524805373209,Erica,Jackson,709025f7-dec7-4611-9b2e-b3507d1c4461,2024-03-10,15:42:19,1710110539,groceries,626.07,Wang Ltd,35.211698,-120.905463,1
4744602087289,Jessica,Harvey,ddf13a54-8e51-4073-b22a-a2d125a2a388,2024-01-09,14:59:56,1704841196,misc_pos,246.4,Gray-Davidson,18.893911,84.684370,0
6011099504413135,Elizabeth,Green,2ab4d755-dcae-4aa7-963e-a4415fa76a25,2024-01-24,23:28:53,1706167733,groceries,624.18,Rodriguez and Sons,-27.309818,-99.372564,0
4939510545903,Joseph,White,6d153940-43c1-4f44-bdd3-f047c9c0ac6c,2024-03-30,18:14:11,1711847651,misc_pos,535.99,"Campbell, Johnson and Hayes",24.7968805,-141.005147,1
6549186563503533,Charles,Wallace,e5b96815-1561-47c6-96a5-b7437ac3bb21,2024-01-05,18:35:06,1704508506,misc_net,810.09,Wright LLC,-88.0495145,6.545280,1
4345923927086,Mark,Stewart,17036c6b-9b93-415d-9e55-8582684ad360,2024-04-10,17:32:50,1712795570,gas_transport,922.56,"Martinez, Ortiz and Jones",-49.7023485,-163.228965,1
30382665720658,Steven,Meza,c6dcd0eb-856c-490f-9283-0752a8d48869,2024-05-06,01:18:24,1714983504,clothing,956.39,"Duarte, Johnson and Medina",-20.731219,114.584357,1
213148717764773,Oscar,Powell,4db8a9a4-8b39-4047-8046-da58938ca0a6,2024-02-16,19:28:55,1708140535,groceries,615.99,Hebert PLC,-13.2132025,-71.978531,0
4251322344669,Jacqueline,White,ae43ae6b-6c72-4738-81f7-56c86f69787a,2024-03-10,08:36:35,1710084995,misc_pos,376.06,"Armstrong, Perez and Coffey",19.289253,-154.544576,0
576618394422,Eric,Andrews,a8f14c13-49eb-430b-9f41-87d4f111ddc3,2024-03-28,22:58:44,1711691924,gas_transport,264.63,Johnson LLC,68.582852,59.895169,0
213190127868026,Sara,Gay,61cd9985-1c20-4559-bafb-cbd8ddb507c0,2024-04-19,10:28:25,1713547705,entertainment,177.07,Baker-Davis,-49.4361085,148.404984,0
4958891067652657,Charles,Faulkner,60795c3f-eea3-485a-9ef1-66523bb2c803,2024-02-29,06:08:29,1709215709,entertainment,931.43,Taylor-White,-78.7526725,79.505799,1
3561395530259570,Rachael,Silva,50254fb8-ed4a-4fca-9da5-cf7386651cdd,2024-02-25,18:12:05,1708913525,misc_pos,727.22,"Hall, Acevedo and Sullivan",-65.8028625,-24.351957,1
6011099504413135,Elizabeth,Green,0ed1a347-760e-45d9-b40c-72ca128eb9d3,2024-04-30,17:06:26,1714521986,entertainment,940.65,Steele-Sanders,-40.784800,-15.327693,0
3529004870847009,Nathaniel,Harris,11125e97-53dd-460d-9650-bbddb83982cc,2024-04-05,16:49:41,1712360981,misc_net,763.8,Guzman Group,-48.662095,173.891039,1
4399504353246,Kyle,Daniels,2affe58f-19e8-44ff-ac1d-fda95d774429,2024-04-27,23:20:10,1714285210,gas_transport,627.47,"Johnson, Wood and Turner",16.4970045,-78.629148,1
4441646681850,Kurt,Johnson,4ae7c756-6288-4b27-833c-8108025553f2,2024-03-11,07:42:57,1710168177,gas_transport,187.01,"Kelly, Molina and Mcmillan",-75.501187,170.623768,0
2377354330112501,Jason,Crawford,083de937-5618-4e18-a5a3-550ca1fa93a5,2024-04-22,00:01:53,1713769313,gas_transport,152.08,Maxwell LLC,16.8666625,-114.170326,0
3532116919818521,Tina,Morales,30494b0c-8b95-4af3-94c3-ca0ac6fbbecd,2024-04-20,07:53:18,1713624798,misc_net,149.49,Simpson-Ross,40.1535735,-164.625422,1
2490999422426128,Tyler,Gutierrez,2c5faa80-3aa5-464d-b61c-37554a19465a,2024-01-02,12:30:22,1704227422,entertainment,11.74,Baker Ltd,70.766936,-152.039937,0
4958891067652657,Charles,Faulkner,ee3ec8c8-5f56-42ed-8cda-d20acf3a49d5,2024-01-21,10:27:45,1705861665,groceries,566.94,Mclaughlin-Wise,35.7918545,7.077201,0
342770915691120,Walter,King,e307b771-7786-4cc7-ac52-5a1917ee8fd2,2024-01-06,17:52:52,1704592372,misc_pos,58.78,"Allison, Phillips and Greer",13.3593075,85.683324,0
4562784455033473,Robert,Johnson,6c5fba45-8966-44b7-a927-df12d65386e4,2024-04-27,20:45:17,1714275917,entertainment,715.74,Swanson-Sellers,-51.3216125,164.135644,0
3518147799990831,Elizabeth,Murray,6a23c0a3-692e-48d1-96ec-2973d5ea870a,2024-04-27,12:59:23,1714247963,entertainment,548.21,Garcia and Sons,-26.6794765,158.236157,1
3563707466687483,Abigail,Soto,27e7e1ab-2ee8-48e2-95e1-8b92fa743047,2024-01-03,11:05:44,1704308744,food,894.03,Clarke LLC,-48.818295,171.615856,0
6011524805373209,Erica,Jackson,47960441-47e6-42de-8c12-476b1056397b,2024-03-25,02:06:26,1711357586,food,527.83,Banks Inc,52.0034345,132.513275,0
3563707466687483,Abigail,Soto,2c5ad3a7-c6d4-46de-995a-84da0d57c143,2024-02-07,16:14:20,1707351260,misc_net,518.43,Palmer Ltd,0.157818,71.833818,1
30382665720658,Steven,Meza,f5f503dd-2981-418e-b6ba-a210b99f66f7,2024-01-23,10:38:34,1706035114,food,498.39,Dean-Powell,-72.9595505,-20.810031,0
